2026-04-26T00:31:25.818138425Z [info] INFO:     100.64.0.11:19358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T01:14:07.717897721Z [info] INFO:     100.64.0.30:33164 - "GET / HTTP/1.1" 200 OK
2026-04-26T01:36:38.377010694Z [info] INFO:     100.64.0.8:26826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T02:40:41.673421906Z [info] INFO:     100.64.0.8:47112 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T03:47:35.182884224Z [info] INFO:     100.64.0.14:47194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T04:02:06.094802028Z [info] INFO:     100.64.0.28:36306 - "GET / HTTP/1.1" 200 OK
2026-04-26T04:46:18.020723411Z [info] INFO:     100.64.0.20:40976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T05:49:31.110294921Z [info] INFO:     100.64.0.34:50300 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T06:18:52.194809697Z [error] 2026-04-26 06:18:44,706 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-27T05:21:17.689594356Z [error] 2026-04-27 05:21:17,687 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD%20(BTTC%20bridge)?format=json "HTTP/1.1 429 "
2026-04-27T05:21:17.689599203Z [error] 2026-04-27 05:21:17,687 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) 429 (56 bytes)
2026-04-27T05:21:17.689602806Z [error] 2026-04-27 05:21:17,687 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T05:21:17.689607475Z [error] 2026-04-27 05:21:17,687 WARNING [basis_state] Failed to fetch history for stablecoin:USDD (BTTC bridge)
2026-04-27T05:21:17.689612076Z [error] 2026-04-27 05:21:17,687 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/RAI params={'format': 'json'}
2026-04-27T05:21:17.727454953Z [error] 2026-04-27 05:21:17,724 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/RAI?format=json "HTTP/1.1 429 "
2026-04-27T05:21:17.727461955Z [error] 2026-04-27 05:21:17,724 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/RAI 429 (56 bytes)
2026-04-27T05:21:17.727465785Z [error] 2026-04-27 05:21:17,725 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T05:21:17.727469068Z [error] 2026-04-27 05:21:17,725 WARNING [basis_state] Failed to fetch history for stablecoin:RAI
2026-04-27T05:21:17.727472543Z [error] 2026-04-27 05:21:17,725 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURE params={'format': 'json'}
2026-04-27T05:21:17.754314308Z [error] 2026-04-27 05:21:17,751 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURE?format=json "HTTP/1.1 429 "
2026-04-27T05:21:17.754322130Z [error] 2026-04-27 05:21:17,751 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURE 429 (56 bytes)
2026-04-27T05:21:17.754327603Z [error] 2026-04-27 05:21:17,751 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T05:21:17.754333093Z [error] 2026-04-27 05:21:17,752 WARNING [basis_state] Failed to fetch history for stablecoin:EURE
2026-04-27T05:21:17.754339086Z [error] 2026-04-27 05:21:17,752 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURS params={'format': 'json'}
2026-04-27T05:21:17.777714194Z [error] 2026-04-27 05:21:17,775 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURS?format=json "HTTP/1.1 429 "
2026-04-27T05:21:17.777720768Z [error] 2026-04-27 05:21:17,775 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURS 429 (56 bytes)
2026-04-27T05:21:17.777725146Z [error] 2026-04-27 05:21:17,775 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T05:21:17.777729552Z [error] 2026-04-27 05:21:17,775 WARNING [basis_state] Failed to fetch history for stablecoin:EURS
2026-04-27T05:21:17.777734079Z [error] 2026-04-27 05:21:17,775 INFO [basis_state] 7d changes computed for 35 entities
2026-04-27T05:36:48.482004232Z [info] INFO:     100.64.0.15:20898 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T05:44:58.136258357Z [info] INFO:     100.64.0.39:14354 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-27T05:44:58.136271274Z [info] INFO:     100.64.0.46:52200 - "GET /terms HTTP/1.1" 200 OK
2026-04-27T06:21:00.313659660Z [info] INFO:     100.64.0.51:10952 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-27T06:32:20.104036057Z [info] INFO:     100.64.0.32:29672 - "GET /portfolio HTTP/1.1" 200 OK
2026-04-27T06:33:00.104236337Z [info] INFO:     100.64.0.3:37654 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T07:17:06.384827639Z [info] INFO:     100.64.0.45:51390 - "GET /monitor HTTP/1.1" 200 OK
2026-04-27T07:30:27.238219434Z [info] INFO:     100.64.0.13:40376 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T07:32:07.321922626Z [info] INFO:     100.64.0.48:17666 - "GET /.env HTTP/1.1" 404 Not Found
2026-04-27T08:04:58.477782590Z [info] INFO:     100.64.0.16:35966 - "GET / HTTP/1.1" 200 OK
2026-04-27T08:04:58.477794444Z [info] INFO:     100.64.0.37:24016 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T08:07:08.101179215Z [info] INFO:     100.64.0.55:61658 - "GET /lenses HTTP/1.1" 200 OK
2026-04-27T08:36:39.504693245Z [info] INFO:     100.64.0.7:19640 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T08:43:10.155154720Z [info] INFO:     100.64.0.54:59116 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-27T08:43:10.155158617Z [info] INFO:     100.64.0.54:59116 - "GET /terms HTTP/1.1" 200 OK
2026-04-27T09:30:32.101831485Z [info] INFO:     100.64.0.16:14314 - "GET / HTTP/1.1" 200 OK
2026-04-27T09:39:41.785227933Z [info] INFO:     100.64.0.45:27258 - "GET /classify HTTP/1.1" 200 OK
2026-04-27T09:41:51.795838100Z [info] INFO:     100.64.0.8:29236 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T10:42:34.862662290Z [info] INFO:     100.64.0.2:45314 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T11:12:57.854668621Z [info] INFO:     100.64.0.23:33062 - "GET / HTTP/1.1" 200 OK
2026-04-27T11:33:19.161399918Z [info] INFO:     100.64.0.47:25662 - "GET /wp-login.php HTTP/1.1" 404 Not Found
2026-04-27T11:40:58.802845481Z [info] INFO:     100.64.0.5:13764 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T12:16:00.274208596Z [info] INFO:     100.64.0.24:26966 - "POST / HTTP/1.1" 405 Method Not Allowed
2026-04-27T12:16:00.274213416Z [info] INFO:     100.64.0.24:26966 - "POST /index.php HTTP/1.1" 404 Not Found
2026-04-27T12:16:00.274217561Z [info] INFO:     100.64.0.27:20742 - "POST /admin HTTP/1.1" 404 Not Found
2026-04-27T12:16:00.274221513Z [info] INFO:     100.64.0.17:24678 - "POST /api HTTP/1.1" 404 Not Found
2026-04-27T12:43:00.873244765Z [info] INFO:     100.64.0.14:12574 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T13:43:14.479763787Z [info] INFO:     100.64.0.8:32154 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T14:40:56.784662519Z [info] INFO:     100.64.0.36:17908 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T15:22:29.485497504Z [info] INFO:     100.64.0.42:23506 - "GET / HTTP/1.1" 200 OK
2026-04-27T15:22:29.485501470Z [info] INFO:     100.64.0.55:55604 - "GET / HTTP/1.1" 200 OK
2026-04-27T15:42:29.821631331Z [info] INFO:     100.64.0.36:18428 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T15:58:30.612703396Z [info] INFO:     100.64.0.22:60016 - "GET / HTTP/1.1" 200 OK
2026-04-27T16:37:30.909322366Z [info] INFO:     100.64.0.13:22878 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T16:48:20.619770914Z [info] INFO:     100.64.0.6:23292 - "GET / HTTP/1.1" 200 OK
2026-04-27T16:48:26.568073462Z [info] INFO:     100.64.0.26:41598 - "GET /wp-login.php HTTP/1.1" 404 Not Found
2026-04-27T16:49:26.231123729Z [info] INFO:     100.64.0.10:56118 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-27T16:49:26.642554217Z [info] INFO:     100.64.0.54:20356 - "GET / HTTP/1.1" 200 OK
2026-04-27T17:37:15.055634286Z [info] INFO:     100.64.0.20:19950 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T17:46:24.710167023Z [info] INFO:     100.64.0.48:42690 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T18:52:23.433163348Z [info] INFO:     100.64.0.14:17078 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T19:18:54.016169672Z [info] INFO:     100.64.0.23:21684 - "GET /wp-login.php HTTP/1.1" 404 Not Found
2026-04-27T19:51:24.970547140Z [info] INFO:     100.64.0.8:21582 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-27T19:58:44.642084302Z [info] INFO:     100.64.0.31:20090 - "GET / HTTP/1.1" 200 OK
2026-04-27T19:58:44.642092091Z [info] INFO:     100.64.0.42:11336 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T19:58:44.642096764Z [info] INFO:     100.64.0.32:25720 - "GET /favicon.png HTTP/1.1" 404 Not Found
2026-04-27T19:58:44.642101585Z [info] INFO:     100.64.0.41:61428 - "GET / HTTP/1.1" 200 OK
2026-04-27T19:58:44.642105234Z [info] INFO:     100.64.0.42:11336 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T19:58:44.642108927Z [info] INFO:     100.64.0.55:43956 - "GET /favicon.png HTTP/1.1" 404 Not Found
2026-04-27T19:58:44.642113951Z [info] INFO:     100.64.0.53:12608 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T19:58:44.642117718Z [info] INFO:     100.64.0.40:27768 - "GET /favicon.png HTTP/1.1" 404 Not Found
2026-04-27T20:16:15.301845706Z [info] INFO:     100.64.0.39:11310 - "GET / HTTP/1.1" 200 OK
2026-04-27T20:16:15.301852658Z [info] INFO:     100.64.0.41:37076 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T20:16:15.301857234Z [info] INFO:     100.64.0.40:28644 - "GET /favicon.png HTTP/1.1" 404 Not Found
2026-04-27T20:17:04.928296238Z [info] INFO:     100.64.0.55:37712 - "GET / HTTP/1.1" 200 OK
2026-04-27T20:17:04.928302838Z [error] 2026-04-27 20:16:58,545 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/scores params=None
2026-04-27T20:17:04.928308793Z [error] 2026-04-27 20:16:59,077 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores "HTTP/1.1 200 "
2026-04-27T20:17:04.928312881Z [error] 2026-04-27 20:16:59,082 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/scores 200 (38127 bytes)
2026-04-27T20:17:04.928316822Z [error] 2026-04-27 20:16:59,082 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/psi/scores params=None
2026-04-27T20:17:04.928320797Z [error] 2026-04-27 20:16:59,445 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-27T20:17:04.928324748Z [error] 2026-04-27 20:16:59,446 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/psi/scores 200 (6934 bytes)
2026-04-27T20:17:04.928328277Z [error] 2026-04-27 20:16:59,446 INFO [basis_state] Returning 51 entities to client (caching)
2026-04-27T20:17:04.928332140Z [error] 2026-04-27 20:16:59,446 INFO [basis_state] Computing 7d changes for 36 entities
2026-04-27T20:17:04.928335592Z [error] 2026-04-27 20:16:59,446 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDT params={'format': 'json'}
2026-04-27T20:17:04.928338946Z [info] INFO:     100.64.0.38:33786 - "GET /api/entities HTTP/1.1" 200 OK
2026-04-27T20:17:04.928342439Z [info] INFO:     100.64.0.40:62176 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-27T20:17:04.928345796Z [error] 2026-04-27 20:17:02,505 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDT?format=json "HTTP/1.1 200 "
2026-04-27T20:17:04.928349432Z [error] 2026-04-27 20:17:02,505 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDT 200 (5109 bytes)
2026-04-27T20:17:04.929918681Z [error] 2026-04-27 20:17:02,505 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USD1 params={'format': 'json'}
2026-04-27T20:17:05.629772731Z [error] 2026-04-27 20:17:05,626 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USD1?format=json "HTTP/1.1 200 "
2026-04-27T20:17:05.629776458Z [error] 2026-04-27 20:17:05,627 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USD1 200 (4511 bytes)
2026-04-27T20:17:05.629780171Z [error] 2026-04-27 20:17:05,627 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDC params={'format': 'json'}
2026-04-27T20:17:08.704273608Z [error] 2026-04-27 20:17:08,701 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC?format=json "HTTP/1.1 200 "
2026-04-27T20:17:08.706411736Z [error] 2026-04-27 20:17:08,703 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDC 200 (31828 bytes)
2026-04-27T20:17:08.712535954Z [error] 2026-04-27 20:17:08,708 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDS params={'format': 'json'}
2026-04-27T20:17:11.757302208Z [error] 2026-04-27 20:17:11,753 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDS?format=json "HTTP/1.1 200 "
2026-04-27T20:17:11.757309217Z [error] 2026-04-27 20:17:11,753 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDS 200 (2734 bytes)
2026-04-27T20:17:11.757314025Z [error] 2026-04-27 20:17:11,754 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/RLUSD params={'format': 'json'}
2026-04-27T20:17:14.776697581Z [error] 2026-04-27 20:17:14,772 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/RLUSD?format=json "HTTP/1.1 200 "
2026-04-27T20:17:14.776701283Z [error] 2026-04-27 20:17:14,773 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/RLUSD 200 (2807 bytes)
2026-04-27T20:17:14.776704763Z [error] 2026-04-27 20:17:14,773 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDP params={'format': 'json'}
2026-04-27T20:17:17.822637020Z [error] 2026-04-27 20:17:17,819 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDP?format=json "HTTP/1.1 200 "
2026-04-27T20:17:17.822642756Z [error] 2026-04-27 20:17:17,819 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDP 200 (3138 bytes)
2026-04-27T20:17:17.822646929Z [error] 2026-04-27 20:17:17,820 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/DAI params={'format': 'json'}
2026-04-27T20:17:20.940311144Z [error] 2026-04-27 20:17:20,937 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/DAI?format=json "HTTP/1.1 200 "
2026-04-27T20:17:20.940317416Z [error] 2026-04-27 20:17:20,938 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/DAI 200 (3686 bytes)
2026-04-27T20:17:20.940320872Z [error] 2026-04-27 20:17:20,938 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FDUSD params={'format': 'json'}
2026-04-27T20:17:24.386974791Z [error] 2026-04-27 20:17:24,038 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FDUSD?format=json "HTTP/1.1 200 "
2026-04-27T20:17:24.386985581Z [error] 2026-04-27 20:17:24,039 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FDUSD 200 (29274 bytes)
2026-04-27T20:17:24.386992063Z [error] 2026-04-27 20:17:24,039 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDTB params={'format': 'json'}
2026-04-27T20:17:27.404491441Z [error] 2026-04-27 20:17:27,093 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDTB?format=json "HTTP/1.1 200 "
2026-04-27T20:17:27.404501904Z [error] 2026-04-27 20:17:27,093 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDTB 200 (2434 bytes)
2026-04-27T20:17:27.404506299Z [error] 2026-04-27 20:17:27,094 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDD params={'format': 'json'}
2026-04-27T20:17:30.395067440Z [error] 2026-04-27 20:17:30,128 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD?format=json "HTTP/1.1 200 "
2026-04-27T20:17:30.395070762Z [error] 2026-04-27 20:17:30,129 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD 200 (2993 bytes)
2026-04-27T20:17:30.395074497Z [error] 2026-04-27 20:17:30,129 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/TUSD params={'format': 'json'}
2026-04-27T20:17:30.395078526Z [error] 2026-04-27 20:17:30,157 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/TUSD?format=json "HTTP/1.1 429 "
2026-04-27T20:17:30.395081943Z [error] 2026-04-27 20:17:30,158 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/TUSD 429 (56 bytes)
2026-04-27T20:17:30.395085740Z [error] 2026-04-27 20:17:30,158 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:30.395090554Z [error] 2026-04-27 20:17:30,158 WARNING [basis_state] Failed to fetch history for stablecoin:TUSD
2026-04-27T20:17:30.395094481Z [error] 2026-04-27 20:17:30,158 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/GHO params={'format': 'json'}
2026-04-27T20:17:30.395098614Z [error] 2026-04-27 20:17:30,188 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/GHO?format=json "HTTP/1.1 429 "
2026-04-27T20:17:30.395102865Z [error] 2026-04-27 20:17:30,188 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/GHO 429 (56 bytes)
2026-04-27T20:17:30.395106517Z [error] 2026-04-27 20:17:30,188 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:30.395109915Z [error] 2026-04-27 20:17:30,189 WARNING [basis_state] Failed to fetch history for stablecoin:GHO
2026-04-27T20:17:30.396371804Z [error] 2026-04-27 20:17:30,189 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/PYUSD params={'format': 'json'}
2026-04-27T20:17:30.396375990Z [error] 2026-04-27 20:17:30,219 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/PYUSD?format=json "HTTP/1.1 429 "
2026-04-27T20:17:30.396379131Z [error] 2026-04-27 20:17:30,219 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/PYUSD 429 (56 bytes)
2026-04-27T20:17:30.396381966Z [error] 2026-04-27 20:17:30,219 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-04-27T20:17:30.396384653Z [error] 2026-04-27 20:17:30,220 WARNING [basis_state] Failed to fetch history for stablecoin:PYUSD
2026-04-27T20:17:30.396388089Z [error] 2026-04-27 20:17:30,220 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDe params={'format': 'json'}
2026-04-27T20:17:30.432107260Z [error] 2026-04-27 20:17:30,428 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDe?format=json "HTTP/1.1 429 "
2026-04-27T20:17:30.432112457Z [error] 2026-04-27 20:17:30,428 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDe 429 (56 bytes)
2026-04-27T20:17:30.432116429Z [error] 2026-04-27 20:17:30,428 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
